Fecha (UTC) 	Latitud [º] 	Longitud [º] 	Profundidad [km] 	Magnitud [*] 
2020-10-28 16:13:56 	-21.36 	-69.85 	53 	4
2020-08-23 14:16:11 	-27.89 	-71.2 	28 	4.5
2020-07-22 09:56:21 	-26.2 	-70.68 	48 	4.1
2020-07-04 03:20:12 	-28.43 	-70.58 	82 	4.3
2018-10-31 07:05:25 	-27.65 	-70.35 	76 	3.7
2020-06-13 13:19:22 	-27.73 	-70.36 	90 	3.7
2019-11-28 06:36:14 	-27.29 	-71.1 	15 	4.2
2019-11-23 05:35:01 	-27.21 	-70.9 	44 	3.5
2020-10-28 14:53:11 	-29.33 	-71.2 	60 	5.9
2019-04-06 22:02:01 	-27.32 	-70.69 	51 	3.6
2020-07-21 13:11:07 	-29.29 	-71.25 	57 	3.2
2020-10-06 13:25:12 	-21.4 	-69.78 	46 	4.2
2020-03-30 14:53:36 	-27.08 	-71.23 	24 	4.5
2020-06-28 16:57:40 	-27.48 	-69.4 	120 	4.2
2018-09-22 19:30:36 	-27.46 	-70.87 	48 	3.9
2020-06-17 05:22:49 	-27.1 	-70.46 	28 	3.4
2019-08-27 20:37:45 	-26.83 	-71.09 	55 	3.4
2020-10-05 19:28:21 	-20.24 	-70.28 	40 	3.6
2020-10-12 14:51:53 	-21.94 	-69.97 	70 	4
2020-07-03 00:18:20 	-27.3 	-71.06 	44 	3.9
2019-09-19 09:54:14 	-27.19 	-71.07 	37 	4.5
2019-12-11 11:22:42 	-29.94 	-71.39 	45 	3.1
2020-11-16 20:18:33 	-28.42 	-71.1 	49 	5.1
2019-05-10 03:47:43 	-29.92 	-71.38 	50 	3
2019-05-16 04:32:28 	-29.92 	-71.42 	53 	3.8
2020-01-16 11:41:55 	-29.93 	-71.36 	50 	3.4
2019-10-25 10:53:30 	-29.9 	-71.4 	50 	3.4
2020-11-14 14:29:20 	-20.39 	-69.22 	97 	4.9
2020-11-18 08:26:47 	-20.32 	-69.07 	97 	4.3
2020-05-12 08:29:42 	-29.99 	-71.22 	59 	3.7
2020-12-14 15:20:50 	-21.8 	-68.71 	109 	5.9
2020-12-02 17:00:36 	-24.27 	-69.5 	88 	5.5
2019-10-25 10:53:30 	-29.9 	-71.4 	50 	3.4
2020-12-06 16:47:42 	-20.36 	-69.07 	108 	6.1
2021-01-14 11:58:26 	-22.26 	-70.57 	24 	3.8
2021-02-13 18:49:42 	-20.51 	-70.59 	41 	5.2
2021-02-06 21:14:28 	-20.11 	-70.12 	54 	3.7
2021-02-19 06:54:29 	-29.35 	-71.6 	47 	5
2020-05-27 15:15:27 	-29.23 	-71.58 	44 	3.2
2019-04-11 00:32:23 	-29.53 	-71.34 	58 	3.7
2019-04-25 09:33:32 	-29.66 	-71.3 	68 	3.8
2020-05-30 07:02:01 	-29.23 	-71.14 	60 	4.5
2019-03-06 05:14:58 	-29.29 	-71.16 	35 	3.9
2020-04-03 08:48:01 	-29.07 	-71.51 	65 	4.9
2019-06-19 22:21:58 	-29.19 	-71.31 	50 	3.9
2020-01-17 03:51:41 	-29.47 	-71.28 	50 	3.2
2019-03-23 02:32:43 	-29.51 	-71.49 	47 	3.7
2019-08-21 10:04:46 	-28.9 	-71.38 	32 	4.1
2018-09-04 19:07:20 	-29.36 	-71.22 	32 	3.1
2020-01-18 18:52:13 	-29.33 	-71.33 	56 	3.7
2019-06-23 19:58:58 	-29.27 	-71.26 	47 	3.6
2018-12-17 19:39:13 	-29.6 	-71.27 	52 	3.6
2019-03-15 14:27:57 	-29.59 	-71.15 	55 	3.7
2018-11-17 16:51:09 	-29.05 	-71.27 	56 	3.8
2020-07-17 05:40:36 	-20.24 	-70.08 	76 	5.7
2019-01-18 09:32:26 	-29.76 	-70.77 	55 	3.5
2020-07-10 10:27:37 	-20.97 	-69.31 	60 	4.1
2018-11-08 07:33:44 	-29.43 	-71.17 	52 	3.8
2020-04-06 01:54:38 	-29.56 	-71.41 	59 	4.6
2019-02-07 08:14:42 	-29.46 	-71.54 	29 	3
2019-11-01 23:43:27 	-29.25 	-71.59 	40 	4.2
2020-07-19 16:52:52 	-20.26 	-70.06 	77 	4.7
2019-04-20 21:49:48 	-29.59 	-71.11 	34 	3.4
2019-11-21 12:11:54 	-29.86 	-71.55 	45 	3.8
2018-09-01 05:18:02 	-29.08 	-71.54 	40 	3.9
2019-11-26 09:31:47 	-28.53 	-71.34 	42 	4.8
2019-12-23 11:23:31 	-28.67 	-71.45 	33 	4.4
2019-04-03 15:14:18 	-29.75 	-70.9 	82 	3.8
2019-04-11 00:32:23 	-29.53 	-71.34 	58 	3.7
2019-04-25 09:33:32 	-29.66 	-71.3 	68 	3.8
2019-05-27 22:44:26 	-28.73 	-70.57 	92 	4.6
2019-09-20 16:33:53 	-28.58 	-71.22 	40 	4.5
2019-03-06 05:14:58 	-29.29 	-71.16 	35 	3.9
2020-09-01 05:29:39 	-28.06 	-71.36 	24 	5.2
2020-09-01 04:09:27 	-27.97 	-71.24 	31 	7
2020-08-28 17:30:44 	-20.01 	-69.83 	64 	4.6
2020-05-26 01:52:36 	-20.47 	-69.22 	85 	4.3
2019-03-23 02:32:43 	-29.51 	-71.49 	47 	3.7
2020-09-01 04:30:02 	-28.07 	-71.21 	36 	6.1
2020-06-11 21:53:44 	-29.44 	-71.14 	37 	4
2019-08-21 10:04:46 	-28.9 	-71.38 	32 	4.1
2019-11-21 01:36:27 	-29.84 	-71.22 	58 	4.4
2018-11-27 18:07:42 	-29.56 	-71.44 	41 	3.7
2020-04-18 09:18:25 	-29.09 	-71.14 	43 	3.4
2019-08-15 14:23:42 	-29.97 	-72.02 	32 	4.7
2020-08-23 06:16:15 	-20.61 	-69.8 	48 	3.9
2019-06-13 16:12:31 	-28.81 	-71.05 	60 	4.8
2020-04-25 05:53:58 	-27.91 	-71.3 	27 	4.9
2019-03-15 14:27:57 	-29.59 	-71.15 	55 	3.7
2019-10-11 02:55:41 	-29.25 	-71.72 	36 	4.9
2020-09-01 07:01:24 	-28.05 	-71.33 	30 	5.5
2020-07-15 22:47:21 	-20.15 	-70.22 	45 	4.2
2019-12-05 08:01:54 	-29.8 	-71.28 	50 	4.5
2020-01-17 03:19:26 	-28.64 	-71.41 	27 	3.9
2019-11-27 14:23:40 	-28.24 	-70.94 	63 	4
2019-11-01 23:43:27 	-29.25 	-71.59 	40 	4.2
2019-11-10 07:21:31 	-28.33 	-70.56 	90 	4.8
2020-06-10 11:10:15 	-29.29 	-71.4 	31 	3.8
2019-06-26 07:29:47 	-29.43 	-71.29 	48 	4
2019-07-05 12:06:38 	-29.68 	-71.17 	58 	3.5
2019-04-20 21:49:48 	-29.59 	-71.11 	34 	3.4
2019-10-27 08:33:54 	-29.22 	-71.7 	38 	4.5
2019-06-01 10:59:41 	-29.69 	-71.31 	59 	4.5
2020-05-06 14:40:06 	-28.67 	-71.42 	22 	3.7
2019-09-06 08:21:58 	-29.74 	-71.51 	69 	4.1
2020-09-01 10:31:52 	-27.94 	-71.33 	25 	5.3
2020-09-01 21:09:15 	-27.98 	-71.55 	24 	6.3
2020-09-01 06:28:23 	-28.0 	-71.07 	32 	4.5
2020-09-02 03:04:28 	-27.95 	-71.43 	26 	4.7
2020-09-02 09:38:13 	-28.0 	-71.31 	26 	4.6
2020-09-01 17:13:22 	-27.96 	-71.34 	31 	4.8
2020-09-01 04:36:36 	-27.98 	-71.08 	20 	4.8
2020-09-03 03:23:57 	-28.01 	-71.44 	27 	4.7
2020-09-02 13:38:18 	-28.06 	-71.05 	35 	4.1
2020-09-04 20:12:58 	-28.03 	-71.26 	21 	3.2
2020-09-06 11:21:01 	-28.03 	-71.41 	21 	4.8
2020-09-07 01:27:48 	-27.96 	-71.11 	30 	4.2
2020-09-01 11:45:26 	-27.97 	-71.33 	24 	3.9
2020-09-11 07:35:56 	-21.36 	-69.91 	54 	6
2020-09-11 10:37:10 	-21.37 	-69.84 	53 	3.2
2020-09-11 07:48:52 	-21.39 	-69.86 	48 	3.6
2020-09-11 15:10:45 	-21.35 	-69.85 	48 	3.9
2020-09-11 08:25:06 	-21.39 	-69.89 	48 	4.6
2020-09-17 06:47:24 	-21.38 	-69.81 	47 	3.8
2020-09-19 07:01:59 	-20.38 	-70.05 	62 	4
2018-07-30 10:21:40 	-27.71 	-71.49 	30 	4.8
2019-02-19 05:09:43 	-28.0 	-71.36 	47 	4.5
2018-11-08 08:16:12 	-27.87 	-71.12 	33 	4.9
2018-06-17 07:32:01 	-26.76 	-70.9 	43 	4.1
2019-04-11 17:07:32 	-24.58 	-70.11 	61 	4.9
2018-07-02 12:58:30 	-28.02 	-71.19 	35 	4
2019-03-13 02:11:01 	-28.64 	-70.4 	88 	4
2019-04-25 20:28:31 	-29.69 	-71.34 	51 	4
2019-02-25 22:54:31 	-29.68 	-71.28 	52 	4.6
2019-02-10 21:00:37 	-28.07 	-70.58 	90 	4.2
2018-12-13 04:04:29 	-27.67 	-69.29 	111 	4.8
2019-05-12 06:42:24 	-22.02 	-69.95 	50 	4
2018-12-23 18:50:45 	-27.58 	-69.38 	118 	4.4
2019-05-09 22:21:40 	-21.19 	-70.02 	51 	4.5
2019-05-04 19:51:05 	-29.81 	-71.52 	49 	4.2
2019-02-04 07:25:46 	-28.49 	-70.48 	111 	4
2019-04-16 00:54:12 	-27.89 	-71.37 	27 	4.7
2019-05-30 03:34:56 	-23.46 	-68.87 	104 	5
2018-07-20 11:29:43 	-27.61 	-70.27 	88 	4
2018-09-02 18:12:11 	-28.33 	-70.51 	79 	4.5
2019-03-10 13:08:02 	-25.78 	-70.44 	45 	4.8
2018-11-01 22:53:04 	-27.22 	-71.21 	28 	4.6
2019-02-12 14:13:07 	-29.73 	-71.35 	54 	4.3
2019-03-05 16:31:27 	-29.93 	-71.59 	44 	4.4
2018-12-23 12:46:16 	-27.48 	-70.25 	96 	4.3
2019-04-28 10:25:25 	-24.09 	-70.72 	43 	4.7
2019-05-18 23:32:34 	-20.19 	-69.37 	102 	4
2019-05-15 07:55:33 	-21.66 	-70.49 	40 	4.3
2019-06-05 16:19:42 	-27.41 	-70.23 	91 	5.4
2019-06-23 17:09:23 	-21.95 	-70.42 	21 	4.4
2019-06-28 08:30:41 	-29.36 	-70.84 	73 	5.1
2019-03-28 15:05:32 	-24.6 	-70.12 	61 	5.5
2019-03-16 18:06:15 	-29.77 	-71.42 	45 	5.2
2019-03-07 15:34:30 	-29.62 	-72.48 	20 	5.7
2019-03-25 10:52:40 	-21.34 	-70.14 	66 	4.9
2019-03-11 03:33:02 	-21.28 	-68.73 	130 	4.5
2019-04-19 21:37:41 	-20.34 	-69.13 	91 	5
2019-04-24 06:24:33 	-21.49 	-69.78 	49 	5
2019-04-26 06:22:35 	-26.0 	-70.75 	50 	5.6
2019-04-18 04:06:33 	-29.38 	-71.63 	65 	5.7 
